VARLIST:  MJD		 FLT  FLUXCAL	FLUXCALERR	  MAG	  MAGERR	 MAGSYS	  TELESCOPE	   INSTRUMENT
OBS:	  58153.490	V-Johnson	87096.359  0.000	15.150  0.000	None	Unknown	Unknown
OBS:	  58166.194	Unknown	87172.418  769.534	15.149  0.063	None	ATLAS	HKO
OBS:	  58166.195	Unknown	195446.284  1536.175	14.272  0.071	None	ATLAS	HKO
OBS:	  58166.199	Unknown	194248.610  1693.801	14.279  0.071	None	ATLAS	HKO
OBS:	  58166.200	Unknown	177011.239  1818.622	14.380  0.073	None	ATLAS	HKO
OBS:	  58169.232	Unknown	159169.417  1087.718	14.495  0.073	None	ATLAS	HKO
OBS:	  58169.233	Unknown	74466.983  567.569	15.320  0.010	None	ATLAS	HKO
OBS:	  58169.234	Unknown	170168.985  1259.394	14.423  0.010	None	ATLAS	HKO
OBS:	  58169.238	Unknown	176707.279  1425.394	14.382  0.011	None	ATLAS	HKO
OBS:	  58169.239	Unknown	156179.621  1565.948	14.516  0.011	None	ATLAS	HKO
OBS:	  58170.185	Unknown	146577.553  947.864	14.585  0.011	None	ATLAS	HKO
OBS:	  58170.186	Unknown	24328.861  2532.841	16.535  0.011	None	ATLAS	HKO
OBS:	  58170.188	Unknown	160440.515  1177.219	14.487  0.010	None	ATLAS	HKO
OBS:	  58170.191	Unknown	168807.948  1297.125	14.432  0.010	None	ATLAS	HKO
OBS:	  58170.192	Unknown	145662.545  1401.442	14.592  0.012	None	ATLAS	HKO
OBS:	  58171.175	Unknown	142053.880  950.324	14.619  0.012	None	ATLAS	HKO
OBS:	  58171.176	Unknown	65872.438  546.824	15.453  0.010	None	ATLAS	HKO
OBS:	  58171.177	Unknown	155281.723  1154.655	14.522  0.010	None	ATLAS	HKO
OBS:	  58171.180	Unknown	163714.038  1333.851	14.465  0.008	None	ATLAS	HKO
OBS:	  58171.181	Unknown	141044.034  1413.786	14.627  0.008	None	ATLAS	HKO
OBS:	  58172.161	Unknown	134534.138  930.717	14.678  0.011	None	ATLAS	HKO
OBS:	  58172.162	Unknown	61252.918  518.985	15.532  0.011	None	ATLAS	HKO
OBS:	  58172.163	Unknown	152196.825  1166.212	14.544  0.009	None	ATLAS	HKO
OBS:	  58172.167	Unknown	157515.780  1265.151	14.507  0.009	None	ATLAS	HKO
OBS:	  58172.168	Unknown	131767.639  1295.346	14.700  0.008	None	ATLAS	HKO
OBS:	  58174.199	Unknown	120870.130  907.128	14.794  0.008	None	ATLAS	HKO
OBS:	  58174.200	Unknown	53170.539  434.652	15.686  0.105	None	ATLAS	HKO
OBS:	  58174.201	Unknown	137770.163  1189.344	14.652  0.105	None	ATLAS	HKO
OBS:	  58174.204	Unknown	142192.200  1269.936	14.618  0.008	None	ATLAS	HKO
OBS:	  58174.205	Unknown	113090.494  1277.030	14.866  0.008	None	ATLAS	HKO
OBS:	  58175.207	Unknown	102531.645  1247.397	14.973  0.008	None	ATLAS	HKO
OBS:	  58175.208	Unknown	130555.074  1272.861	14.711  0.008	None	ATLAS	HKO
OBS:	  58175.212	Unknown	121257.462  1128.540	14.791  0.009	None	ATLAS	HKO
OBS:	  58175.213	Unknown	45826.741  446.367	15.847  0.009	None	ATLAS	HKO
OBS:	  58175.214	Unknown	105668.357  873.727	14.940  0.008	None	ATLAS	HKO
OBS:	  58176.218	Unknown	98237.144  1044.338	15.019  0.008	None	ATLAS	HKO
OBS:	  58176.220	Unknown	43141.040  619.496	15.913  0.009	None	ATLAS	HKO
OBS:	  58176.221	Unknown	111819.518  1286.347	14.879  0.009	None	ATLAS	HKO
OBS:	  58176.224	Unknown	121284.809  1476.890	14.790  0.009	None	ATLAS	HKO
OBS:	  58176.225	Unknown	94517.912  1413.774	15.061  0.009	None	ATLAS	HKO
OBS:	  58185.106	Unknown	84446.796  670.780	15.184  0.011	None	ATLAS	HKO
OBS:	  58185.107	Unknown	49613.175  452.337	15.761  0.011	None	ATLAS	HKO
OBS:	  58185.108	Unknown	58795.298  514.904	15.577  0.008	None	ATLAS	HKO
OBS:	  58185.112	Unknown	81078.054  778.332	15.228  0.008	None	ATLAS	HKO
OBS:	  58185.113	Unknown	40388.822  528.919	15.984  0.010	None	ATLAS	HKO
OBS:	  58186.115	Unknown	81925.264  634.995	15.216  0.010	None	ATLAS	HKO
OBS:	  58186.116	Unknown	49215.905  424.690	15.770  0.009	None	ATLAS	HKO
OBS:	  58186.117	Unknown	53445.091  467.884	15.680  0.009	None	ATLAS	HKO
OBS:	  58186.120	Unknown	75544.659  709.491	15.304  0.009	None	ATLAS	HKO
OBS:	  58186.121	Unknown	34865.022  454.059	16.144  0.009	None	ATLAS	HKO
OBS:	  58189.179	Unknown	27393.434  412.809	16.406  0.011	None	ATLAS	HKO
OBS:	  58189.180	Unknown	63893.481  602.179	15.486  0.011	None	ATLAS	HKO
OBS:	  58189.183	Unknown	41712.173  377.683	15.949  0.007	None	ATLAS	HKO
OBS:	  58189.184	Unknown	50876.434  439.676	15.734  0.007	None	ATLAS	HKO
OBS:	  58189.185	Unknown	78182.439  580.001	15.267  0.008	None	ATLAS	HKO
OBS:	  58190.073	Unknown	25860.976  419.928	16.468  0.008	None	ATLAS	HKO
OBS:	  58190.074	Unknown	64452.091  655.620	15.477  0.008	None	ATLAS	HKO
OBS:	  58190.077	Unknown	41104.632  423.990	15.965  0.008	None	ATLAS	HKO
OBS:	  58190.078	Unknown	55398.262  524.219	15.641  0.009	None	ATLAS	HKO
OBS:	  58190.079	Unknown	74883.911  605.975	15.314  0.009	None	ATLAS	HKO
OBS:	  58191.096	Unknown	25054.756  372.927	16.503  0.011	None	ATLAS	HKO
OBS:	  58191.098	Unknown	59637.044  591.804	15.561  0.011	None	ATLAS	HKO
OBS:	  58191.101	Unknown	36493.856  333.313	16.094  0.007	None	ATLAS	HKO
OBS:	  58191.102	Unknown	54332.599  432.036	15.662  0.007	None	ATLAS	HKO
OBS:	  58191.103	Unknown	73433.947  567.590	15.335  0.113	None	ATLAS	HKO
OBS:	  58192.083	Unknown	72219.363  589.256	15.353  0.113	None	ATLAS	HKO
OBS:	  58192.084	Unknown	55207.174  470.167	15.645  0.008	None	ATLAS	HKO
OBS:	  58192.085	Unknown	34386.063  320.057	16.159  0.008	None	ATLAS	HKO
OBS:	  58192.088	Unknown	57568.893  600.267	15.600  0.008	None	ATLAS	HKO
OBS:	  58192.116	Unknown	23092.097  378.350	16.591  0.008	None	ATLAS	HKO
OBS:	  58193.097	Unknown	68488.293  542.208	15.411  0.010	None	ATLAS	HKO
OBS:	  58193.099	Unknown	56420.074  462.268	15.621  0.010	None	ATLAS	HKO
OBS:	  58193.100	Unknown	32700.385  320.226	16.214  0.007	None	ATLAS	HKO
OBS:	  58193.103	Unknown	53863.980  583.287	15.672  0.007	None	ATLAS	HKO
OBS:	  58193.104	Unknown	21885.867  332.322	16.650  0.009	None	ATLAS	HKO
OBS:	  58194.084	Unknown	19878.567  323.256	16.754  0.009	None	ATLAS	HKO
OBS:	  58194.085	Unknown	49274.633  525.448	15.768  0.008	None	ATLAS	HKO
OBS:	  58194.088	Unknown	29802.949  306.920	16.314  0.008	None	ATLAS	HKO
OBS:	  58194.089	Unknown	55345.749  478.668	15.642  0.009	None	ATLAS	HKO
OBS:	  58194.090	Unknown	66851.692  530.890	15.437  0.009	None	ATLAS	HKO
OBS:	  58195.092	Unknown	18501.303  302.442	16.832  0.011	None	ATLAS	HKO
OBS:	  58195.094	Unknown	45850.652  489.078	15.847  0.011	None	ATLAS	HKO
OBS:	  58195.100	Unknown	27674.506  279.919	16.395  0.008	None	ATLAS	HKO
OBS:	  58195.102	Unknown	51420.228  404.470	15.722  0.008	None	ATLAS	HKO
OBS:	  58195.103	Unknown	62986.610  471.128	15.502  0.009	None	ATLAS	HKO
OBS:	  58196.075	Unknown	61140.812  470.507	15.534  0.009	None	ATLAS	HKO
OBS:	  58196.076	Unknown	53248.677  436.991	15.684  0.008	None	ATLAS	HKO
OBS:	  58196.077	Unknown	27982.313  281.419	16.383  0.008	None	ATLAS	HKO
OBS:	  58196.081	Unknown	17188.497  1789.427	16.912  0.009	None	ATLAS	HKO
OBS:	  58196.083	Unknown	17211.183  282.893	16.910  0.009	None	ATLAS	HKO
OBS:	  58197.093	Unknown	16082.385  265.251	16.984  0.011	None	ATLAS	HKO
OBS:	  58197.095	Unknown	44946.463  517.447	15.868  0.011	None	ATLAS	HKO
OBS:	  58197.099	Unknown	24316.244  242.833	16.535  0.008	None	ATLAS	HKO
OBS:	  58197.100	Unknown	16743.807  1940.505	16.940  0.008	None	ATLAS	HKO
OBS:	  58197.101	Unknown	55275.530  428.975	15.644  0.009	None	ATLAS	HKO
OBS:	  58198.034	Unknown	54654.780  438.770	15.656  0.009	None	ATLAS	HKO
OBS:	  58198.035	Unknown	46975.310  400.980	15.820  0.009	None	ATLAS	HKO
OBS:	  58198.037	Unknown	24157.861  266.861	16.542  0.009	None	ATLAS	HKO
OBS:	  58198.040	Unknown	40994.060  436.628	15.968  0.010	None	ATLAS	HKO
OBS:	  58198.042	Unknown	15677.340  266.064	17.012  0.010	None	ATLAS	HKO
OBS:	  58200.081	Unknown	13226.784  240.613	17.196  0.012	None	ATLAS	HKO
OBS:	  58200.083	Unknown	23764.740  899.299	16.560  0.012	None	ATLAS	HKO
OBS:	  58200.089	Unknown	15060.552  414.959	17.055  0.013	None	ATLAS	HKO
OBS:	  58200.090	Unknown	28641.449  860.652	16.358  0.013	None	ATLAS	HKO
OBS:	  58200.092	Unknown	37035.347  889.472	16.078  0.011	None	ATLAS	HKO
OBS:	  58201.066	Unknown	44882.899  433.727	15.870  0.011	None	ATLAS	HKO
OBS:	  58201.067	Unknown	39751.026  403.651	16.002  0.010	None	ATLAS	HKO
OBS:	  58201.068	Unknown	21303.016  288.587	16.679  0.010	None	ATLAS	HKO
OBS:	  58201.073	Unknown	35728.860  433.230	16.117  0.011	None	ATLAS	HKO
OBS:	  58201.074	Unknown	13810.950  286.215	17.149  0.011	None	ATLAS	HKO
OBS:	  58202.083	Unknown	41771.488  419.719	15.948  0.009	None	ATLAS	HKO
OBS:	  58202.085	Unknown	37875.671  433.178	16.054  0.009	None	ATLAS	HKO
OBS:	  58202.086	Unknown	21258.870  308.987	16.681  0.012	None	ATLAS	HKO
OBS:	  58202.091	Unknown	32957.993  444.596	16.205  0.012	None	ATLAS	HKO
OBS:	  58202.092	Unknown	12404.669  286.581	17.266  0.016	None	ATLAS	HKO
OBS:	  58203.083	Unknown	39405.448  393.029	16.011  0.016	None	ATLAS	HKO
OBS:	  58203.085	Unknown	12499.351  1588.176	17.258  0.012	None	ATLAS	HKO
OBS:	  58203.086	Unknown	18981.173  281.251	16.804  0.012	None	ATLAS	HKO
OBS:	  58203.091	Unknown	31933.442  445.538	16.239  0.013	None	ATLAS	HKO
OBS:	  58203.092	Unknown	13307.615  300.724	17.190  0.013	None	ATLAS	HKO
OBS:	  58204.100	Unknown	40396.732  1276.143	15.984  0.016	None	ATLAS	HKO
OBS:	  58204.103	Unknown	37802.095  1119.039	16.056  0.016	None	ATLAS	HKO
OBS:	  58204.104	Unknown	31077.775  1252.141	16.269  0.009	None	ATLAS	HKO
OBS:	  58204.105	Unknown	19154.513  852.280	16.794  0.009	None	ATLAS	HKO
OBS:	  58215.070	Unknown	26271.687  244.802	16.451  0.010	None	ATLAS	HKO
OBS:	  58215.071	Unknown	20898.189  253.066	16.700  0.010	None	ATLAS	HKO
OBS:	  58215.073	Unknown	15837.801  161.596	17.001  0.010	None	ATLAS	HKO
OBS:	  58215.082	Unknown	23062.503  267.719	16.593  0.010	None	ATLAS	HKO
OBS:	  58215.084	Unknown	10588.843  174.352	17.438  0.010	None	ATLAS	HKO
OBS:	  58220.024	Unknown	21890.273  182.451	16.649  0.010	None	ATLAS	HKO
OBS:	  58220.026	Unknown	16802.712  178.492	16.937  0.014	None	ATLAS	HKO
OBS:	  58220.028	Unknown	13694.539  133.768	17.159  0.014	None	ATLAS	HKO
OBS:	  58220.039	Unknown	19746.759  204.802	16.761  0.008	None	ATLAS	HKO
OBS:	  58220.041	Unknown	9633.537  125.233	17.541  0.008	None	ATLAS	HKO
OBS:	  58221.014	Unknown	21820.906  176.483	16.653  0.009	None	ATLAS	HKO
OBS:	  58221.017	Unknown	17137.257  175.332	16.915  0.009	None	ATLAS	HKO
OBS:	  58221.019	Unknown	14450.622  130.471	17.100  0.010	None	ATLAS	HKO
OBS:	  58221.029	Unknown	19788.222  214.074	16.759  0.010	None	ATLAS	HKO
OBS:	  58221.031	Unknown	9835.896  132.218	17.518  0.010	None	ATLAS	HKO
OBS:	  58222.084	Unknown	21678.554  170.625	16.660  0.010	None	ATLAS	HKO
OBS:	  58222.086	Unknown	16180.843  159.255	16.977  0.014	None	ATLAS	HKO
OBS:	  58222.088	Unknown	13813.505  129.146	17.149  0.014	None	ATLAS	HKO
OBS:	  58222.091	Unknown	19622.208  192.584	16.768  0.016	None	ATLAS	HKO
OBS:	  58222.094	Unknown	9374.385  130.650	17.570  0.016	None	ATLAS	HKO
OBS:	  58223.047	Unknown	21807.258  184.086	16.654  0.010	None	ATLAS	HKO
OBS:	  58223.049	Unknown	16973.845  178.460	16.926  0.010	None	ATLAS	HKO
OBS:	  58223.052	Unknown	14346.625  136.250	17.108  0.010	None	ATLAS	HKO
OBS:	  58223.063	Unknown	20307.423  199.290	16.731  0.010	None	ATLAS	HKO
OBS:	  58223.066	Unknown	9666.088  130.086	17.537  0.009	None	ATLAS	HKO
OBS:	  58224.003	Unknown	18919.119  192.753	16.808  0.009	None	ATLAS	HKO
OBS:	  58224.006	Unknown	14492.466  207.554	17.097  0.008	None	ATLAS	HKO
OBS:	  58224.008	Unknown	9882.295  280.862	17.513  0.008	None	ATLAS	HKO
OBS:	  58224.019	Unknown	18611.099  216.647	16.826  0.018	None	ATLAS	HKO
OBS:	  58224.021	Unknown	8485.947  128.792	17.678  0.018	None	ATLAS	HKO
OBS:	  58225.027	Unknown	20968.793  308.859	16.696  0.011	None	ATLAS	HKO
OBS:	  58225.030	Unknown	8388.034  1773.752	17.691  0.011	None	ATLAS	HKO
OBS:	  58225.032	Unknown	13512.145  181.870	17.173  0.011	None	ATLAS	HKO
OBS:	  58225.043	Unknown	18080.405  396.706	16.857  0.011	None	ATLAS	HKO
OBS:	  58225.045	Unknown	10044.233  262.769	17.495  0.010	None	ATLAS	HKO
OBS:	  58226.013	Unknown	18658.893  256.657	16.823  0.010	None	ATLAS	HKO
OBS:	  58226.014	Unknown	14078.993  345.486	17.129  0.009	None	ATLAS	HKO
OBS:	  58226.015	Unknown	12058.960  161.398	17.297  0.009	None	ATLAS	HKO
OBS:	  58226.022	Unknown	16864.556  250.532	16.933  0.016	None	ATLAS	HKO
OBS:	  58226.023	Unknown	8423.126  169.129	17.686  0.016	None	ATLAS	HKO
OBS:	  58233.019	Unknown	15526.538  214.685	17.022  0.011	None	ATLAS	HKO
OBS:	  58233.021	Unknown	10587.735  193.920	17.438  0.011	None	ATLAS	HKO
OBS:	  58233.023	Unknown	10949.978  188.111	17.401  0.010	None	ATLAS	HKO
OBS:	  58233.033	Unknown	15418.665  276.699	17.030  0.010	None	ATLAS	HKO
OBS:	  58233.034	Unknown	8231.146  225.487	17.711  0.009	None	ATLAS	HKO
OBS:	  58241.990	Unknown	12261.687  124.560	17.279  0.009	None	ATLAS	HKO
OBS:	  58241.995	Unknown	12071.444  114.114	17.296  0.008	None	ATLAS	HKO
OBS:	  58241.997	Unknown	10211.939  101.325	17.477  0.008	None	ATLAS	HKO
OBS:	  58241.999	Unknown	8296.206  124.166	17.703  0.009	None	ATLAS	HKO
OBS:	  58244.018	Unknown	6643.612  118.362	17.944  0.009	None	ATLAS	HKO
OBS:	  58244.021	Unknown	11736.684  177.594	17.326  0.009	None	ATLAS	HKO
OBS:	  58244.033	Unknown	9658.888  114.855	17.538  0.009	None	ATLAS	HKO
OBS:	  58244.034	Unknown	7763.700  160.137	17.775  0.010	None	ATLAS	HKO
OBS:	  58244.036	Unknown	11153.085  133.155	17.382  0.010	None	ATLAS	HKO
OBS:	  58247.022	Unknown	6784.707  103.833	17.921  0.011	None	ATLAS	HKO
OBS:	  58247.026	Unknown	11672.387  154.403	17.332  0.011	None	ATLAS	HKO
OBS:	  58247.037	Unknown	9747.945  106.406	17.528  0.018	None	ATLAS	HKO
OBS:	  58247.039	Unknown	7214.274  132.535	17.855  0.018	None	ATLAS	HKO
OBS:	  58247.042	Unknown	10494.838  148.264	17.448  0.009	None	ATLAS	HKO
OBS:	  58248.984	Unknown	6450.447  123.505	17.976  0.009	None	ATLAS	HKO
OBS:	  58248.986	Unknown	10985.273  165.362	17.398  0.009	None	ATLAS	HKO
OBS:	  58248.996	Unknown	9115.352  117.456	17.601  0.009	None	ATLAS	HKO
OBS:	  58248.998	Unknown	6877.063  184.386	17.906  0.011	None	ATLAS	HKO
OBS:	  58249.000	Unknown	9775.075  167.951	17.525  0.011	None	ATLAS	HKO
OBS:	  58250.964	Unknown	8538.284  125.559	17.672  0.012	None	ATLAS	HKO
OBS:	  58250.966	Unknown	6207.054  152.095	18.018  0.012	None	ATLAS	HKO
OBS:	  58250.968	Unknown	8327.033  102.604	17.699  0.016	None	ATLAS	HKO
OBS:	  58250.980	Unknown	9590.014  152.922	17.545  0.016	None	ATLAS	HKO
OBS:	  58250.982	Unknown	5617.203  100.211	18.126  0.018	None	ATLAS	HKO
OBS:	  58255.020	Unknown	8156.099  84.198	17.721  0.018	None	ATLAS	HKO
OBS:	  58255.030	Unknown	8172.330  93.107	17.719  0.012	None	ATLAS	HKO
OBS:	  58255.032	Unknown	5365.555  108.052	18.176  0.012	None	ATLAS	HKO
OBS:	  58255.035	Unknown	9226.438  135.264	17.587  0.011	None	ATLAS	HKO
OBS:	  58255.037	Unknown	5697.987  83.498	18.111  0.011	None	ATLAS	HKO
OBS:	  58257.978	Unknown	5535.712  323.277	18.142  0.009	None	ATLAS	HKO
OBS:	  58257.982	Unknown	5266.464  88.920	18.196  0.009	None	ATLAS	HKO
OBS:	  58257.988	Unknown	7397.993  94.697	17.827  0.009	None	ATLAS	HKO
OBS:	  58258.000	Unknown	3847.698  395.563	18.537  0.009	None	ATLAS	HKO
OBS:	  58260.956	Unknown	2666.170  434.779	18.935  0.018	None	ATLAS	HKO
OBS:	  58260.961	Unknown	4972.107  79.136	18.259  0.018	None	ATLAS	HKO
OBS:	  58260.975	Unknown	2414.596  418.177	19.043  0.012	None	ATLAS	HKO
OBS:	  58260.978	Unknown	6848.561  81.835	17.911  0.012	None	ATLAS	HKO
OBS:	  58260.982	Unknown	4678.464  80.693	18.325  0.011	None	ATLAS	HKO
OBS:	  58262.986	Unknown	6535.313  76.047	17.962  0.011	None	ATLAS	HKO
OBS:	  58262.991	Unknown	4355.409  69.096	18.402  0.009	None	ATLAS	HKO
OBS:	  58262.996	Unknown	6937.634  84.039	17.897  0.009	None	ATLAS	HKO
OBS:	  58272.948	Unknown	4975.773  80.115	18.258  0.008	None	ATLAS	HKO
OBS:	  58272.953	Unknown	3489.988  94.730	18.643  0.008	None	ATLAS	HKO
OBS:	  58272.957	Unknown	6291.354  58.982	18.003  0.008	None	ATLAS	HKO
OBS:	  58272.970	Unknown	6787.068  63.930	17.921  0.008	None	ATLAS	HKO
OBS:	  58272.974	Unknown	4417.564  48.952	18.387  0.009	None	ATLAS	HKO
OBS:	  58275.962	Unknown	6251.709  88.697	18.010  0.009	None	ATLAS	HKO
OBS:	  58275.964	Unknown	4669.292  68.008	18.327  0.011	None	ATLAS	HKO
OBS:	  58276.957	Unknown	4646.809  53.935	18.332  0.011	None	ATLAS	HKO
OBS:	  58276.961	Unknown	3336.975  76.710	18.692  0.113	None	ATLAS	HKO
OBS:	  58276.965	Unknown	6187.483  57.911	18.021  0.113	None	ATLAS	HKO
# END: 
