Transient,id,ra,dec,disc_date,TransientStatus
2021afrb,97700,145.3249,-11.788363888888888,2021-11-28 14:28:19.200000,Ignore
2021afqz,97676,21.94289583333333,-10.69496388888889,2021-11-28 08:23:59,Ignore
2021afqx,97674,337.7796333333333,39.428377777777776,2021-11-28 06:37:26.400000,Ignore
2021afqw,97673,177.58592083333332,-31.583380555555557,2021-11-27 14:45:36,Ignore
2021afqr,97668,10.218324999999998,19.463375,2021-11-27 08:29:45.600000,Ignore
2021afqq,97667,51.68535416666666,-7.131575,2021-11-27 09:47:31.200000,Ignore
2021afqp,97666,5.466266666666665,-2.4034916666666666,2021-11-27 05:31:12,Ignore
2021afqn,97664,9.716116666666665,21.263477777777776,2021-11-08 05:16:48,Ignore
2021afqm,97663,1.5205833333333332,16.591730555555554,2021-11-27 08:58:33.600000,Ignore
2021afql,97662,12.428887499999998,25.061333333333334,2021-11-27 08:26:52.800000,Ignore
2021afqk,97475,2.0532875,22.16265,2021-11-27 08:15:21.600000,Ignore
2021afqj,97661,12.429654166666664,17.837894444444444,2021-11-27 08:31:12,Ignore
2021afqi,97660,57.184908333333325,-4.942194444444445,2021-11-27 09:50:24,Ignore
2021afqh,97659,45.42067772410827,-1.4612234412951512,2021-11-21 09:40:19.200000,Ignore
2021afqg,97658,57.13822499999999,-4.187413888888889,2021-11-27 09:50:24,Ignore
2021afqf,97657,78.9877875,0.4014666666666667,2021-11-27 12:17:16.800000,Ignore
2021afqe,97656,11.055099999999998,22.78274722222222,2021-11-27 08:25:26.400000,Ignore
2021afqd,97655,14.40699583333333,21.736833333333333,2021-11-27 08:28:19.200000,Ignore
2021afqc,97654,72.25767916666666,5.115475,2021-11-27 10:56:38.400000,Ignore
2021afqb,97653,57.87112916666666,-1.524697222222222,2021-11-27 09:53:16.800000,Ignore
2021afqa,97652,46.91720833333333,-2.3575861111111114,2021-11-21 09:40:19.200000,Ignore
2021afpw,97648,11.514916666666666,23.62675833333333,2021-11-27 08:26:52.800000,Ignore
2021afpv,97647,51.7409875,-7.038716666666667,2021-11-22 09:27:21.600000,Ignore
2021afpu,97646,63.96757916666665,3.8958472222222222,2021-11-27 10:50:52.800000,Ignore
2021afpt,97645,82.37882499999999,-5.265802777777778,2021-11-27 12:07:12,Ignore
2021afps,97644,191.9951,-22.270369444444444,2021-11-27 15:07:12,Ignore
2021afpr,97637,270.85608333333334,22.37361111111111,2021-11-26 16:09:31.392000,Ignore
2021afpq,97636,317.1697041666666,-39.868825,2021-11-27 04:36:28.800000,Ignore
2021afpp,97635,8.786999999999999,-38.90900277777778,2021-11-27 07:17:45.600000,Ignore
2021afpn,97633,137.98870833333334,-4.5496,2021-10-29 06:40:19.200000,Ignore
2021afph,97627,21.512854166666664,17.764991666666667,2021-09-28 13:58:04.800000,Ignore
2021afpg,97626,19.077816666666664,19.285447222222224,2021-11-20 06:08:38.400000,Ignore
2021afpf,97625,32.16562916666666,2.3720194444444447,2021-11-26 06:57:36,Ignore
2021afpe,97624,87.63874166666665,-27.10131666666667,2021-11-26 10:45:07.200000,Ignore
2021afpd,97623,33.75152294238889,0.9310766469632568,2021-11-26 00:00:00,Ignore
2021afpc,97622,53.61073749999999,28.72085,2021-11-26 07:40:48,Ignore
2021afpb,97621,60.29492083333333,26.792291666666667,2021-11-26 08:11:02.400000,Ignore
2021afpa,97620,43.35589166666666,3.703144444444445,2021-11-10 11:52:48,Ignore
2021afoy,97618,24.44437083333333,17.875486111111112,2021-11-26 05:13:55.200000,Ignore
2021afox,97617,47.15805416666666,27.039711111111117,2021-11-26 07:36:28.800000,Ignore
2021afow,97616,51.429625,26.18381388888889,2021-11-26 07:39:21.600000,Ignore
2021afov,97615,20.8867125,20.88166111111111,2021-11-26 05:11:02.400000,Ignore
2021afou,97614,54.48497499999999,25.62916388888889,2021-11-26 07:49:26.400000,Ignore
2021afot,97613,31.15564583333333,6.222302777777778,2021-11-26 06:17:16.800000,Ignore
2021afos,97612,17.349074999999996,23.1777,2021-11-20 06:11:31.200000,Ignore
2021afor,97611,45.99954999999999,32.07381666666667,2021-11-26 07:33:36,Ignore
2021afoq,97610,43.64250416666666,2.976325,2021-11-26 06:36:00,Ignore
2021afop,97609,13.988283333333332,18.84166111111111,2021-11-20 06:08:38.400000,Ignore
2021afoo,97608,20.4266125,21.217288888888888,2021-11-26 05:08:09.600000,Ignore
2021afon,97607,33.543508333333335,6.378486111111111,2021-11-26 06:41:45.600000,Ignore
2021afom,97606,136.99712499999998,52.09448055555556,2021-11-26 12:41:45.600000,Ignore
2021afol,97604,35.462125,5.88986111111111,2021-11-10 11:44:09.600000,Ignore
2021afoj,97602,105.54794166666666,36.89635833333333,2021-11-26 11:16:48,Ignore
2021afoi,97601,45.95983749999999,31.84989722222222,2021-11-24 07:27:50.400000,Ignore
2021afoh,97600,55.40170833333333,25.142769444444443,2021-11-26 07:49:26.400000,Ignore
2021afog,97599,212.69180416666663,39.012502777777776,2021-11-26 15:04:19.200000,Ignore
2021afof,97598,23.22824583333333,17.13393333333333,2021-11-26 05:13:55.200000,Ignore
2021afoe,97597,44.4155,6.5911583333333335,2021-11-07 10:26:24,Ignore
2021afod,97596,49.46741666666666,24.753577777777775,2021-11-26 07:39:21.600000,Ignore
2021afoc,97595,15.816783333333332,23.435672222222223,2021-11-20 06:21:36,Ignore
2021afob,97594,21.310366666666663,16.497736111111113,2021-11-26 05:13:55.200000,Ignore
2021afoa,97593,24.211125,22.079777777777775,2021-11-26 05:15:21.600000,Ignore
2021afnz,97592,18.22575833333333,16.245633333333334,2021-11-26 05:12:28.800000,Ignore
2021afny,97591,51.90147916666667,26.20898333333333,2021-11-26 07:39:21.600000,Ignore
2021afnx,97590,19.31780416666666,23.15357222222222,2021-11-26 05:08:09.600000,Ignore
2021afnw,97589,59.80332083333333,24.675327777777778,2021-11-26 07:50:52.800000,Ignore
2021afnv,97588,39.56932083333333,3.1619,2021-11-26 06:27:21.600000,Ignore
2021afnu,97587,44.68988333333333,33.294869444444444,2021-11-24 07:27:50.400000,Ignore
2021afnt,97586,15.105095833333332,20.58087777777778,2021-11-26 05:05:16.800000,Ignore
2021afns,97585,21.06462083333333,22.31685555555556,2021-11-26 05:08:09.600000,Ignore
2021afnr,97584,20.7766625,18.478861111111108,2021-11-20 06:14:24,Ignore
2021afnq,97583,19.877591666666664,21.077666666666666,2021-11-26 05:08:09.600000,Ignore
2021afnl,97578,163.63470833333332,-41.60593888888889,2021-11-25 07:03:21.600000,Ignore
2021afnj,97576,203.19670416666665,37.70717222222223,2021-11-26 15:02:52.800000,Ignore
2021afng,97573,81.76672916666666,51.33800555555556,2021-11-14 10:13:02.208000,Ignore
2021afnf,97572,164.41418333333328,57.98673888888889,2021-11-26 11:24:00,Ignore
2021afne,97571,334.59939999999995,13.067641666666669,2021-11-11 05:06:43.200000,Ignore
2021afnd,97570,1.6025916666666664,22.028369444444444,2021-11-09 05:06:43.200000,Ignore
2021afnc,97569,322.9828833333333,27.872002777777777,2021-11-22 03:21:36,Ignore
2021afnb,97568,357.3478375,-7.3171277777777775,2021-11-22 04:11:59,Ignore
2021afna,97567,23.49564583333333,39.52618611111111,2021-11-20 06:23:02.400000,Ignore
2021afmz,97566,345.90645416666666,30.82638888888889,2021-11-22 05:41:16.800000,Ignore
2021afmx,97564,27.277,23.634966666666667,2021-11-26 05:34:04.800000,Ignore
2021afmw,97563,31.99075833333333,1.0245694444444444,2021-11-26 06:20:09.600000,Ignore
2021afmv,97562,30.201558333333328,19.04138055555556,2021-11-20 06:20:09.600000,Ignore
2021afmu,97561,19.6389125,20.49195,2021-11-26 05:11:02.400000,Ignore
2021afmt,97560,34.09826666666666,3.589852777777778,2021-11-26 07:16:19.200000,Ignore
2021afms,97559,15.643891666666669,17.963866666666664,2021-11-26 05:05:16.800000,Ignore
2021afmr,97558,38.75346666666667,5.071727777777777,2021-11-26 06:24:28.800000,Ignore
2021afmq,97557,29.0399625,16.742216666666668,2021-11-26 05:21:07.200000,Ignore
2021afmp,97556,15.421004166666664,21.564038888888888,2021-11-26 05:05:16.800000,Ignore
2021afmo,97555,34.80811249999999,2.0538833333333333,2021-11-26 06:20:09.600000,Ignore
2021afmn,97554,42.58235833333333,8.746805555555556,2021-11-09 11:51:21.600000,Ignore
2021afmm,97553,30.83956666666666,6.869811111111112,2021-11-20 10:19:12,Ignore
2021afml,97552,38.46506526842386,-1.3597962467721287,2021-11-26 00:00:00,Ignore
2021afmk,97551,17.219762499999998,17.475944444444444,2021-11-26 05:12:28.800000,Ignore
2021afmj,97550,47.90187499999999,33.32647222222223,2021-11-26 07:42:14.400000,Ignore
2021afmi,97549,39.44502083333333,4.343019444444444,2021-11-26 06:28:48,Ignore
2021afmg,97547,23.954866666666668,21.782827777777776,2021-11-26 05:15:21.600000,Ignore
2021afmf,97546,88.25395833333332,-28.187833333333334,2021-11-26 10:45:07.200000,Ignore
2021afme,97545,35.71826666666666,4.356783333333333,2021-11-26 06:21:36,Ignore
2021afmd,97544,18.3439625,16.80152222222222,2021-11-26 05:48:28.800000,Ignore
2021afmc,97543,46.434441666666665,31.958791666666663,2021-11-24 06:38:52.800000,Ignore
2021afmb,97542,56.41332499999999,24.681425,2021-11-26 07:49:26.400000,Ignore
2021afma,97541,54.20330833333333,28.12446388888889,2021-11-26 07:48:00,Ignore
2021aflz,97540,29.78909583333333,16.355430555555557,2021-11-26 05:21:07.200000,Ignore
2021afly,97539,63.0082625,9.643213888888887,2021-11-26 12:23:02.400000,Ignore
2021aflx,97538,32.51644583333333,1.5326277777777777,2021-11-26 06:20:09.600000,Ignore
2021aflw,97537,36.45581249999999,1.3432138888888887,2021-11-26 06:25:55.200000,Ignore
2021aflv,97536,23.969891666666665,27.832341666666668,2021-11-25 05:35:31.200000,Ignore
2021aflu,97535,21.81780833333333,-5.687916666666667,2021-11-25 06:34:33.600000,Ignore
2021aflt,97534,16.887379166666665,-8.058844444444444,2021-11-25 06:28:48,Ignore
2021afls,97533,22.43553333333333,-0.7121083333333333,2021-11-25 06:33:07.200000,Ignore
2021aflr,97532,16.664495833333334,28.833177777777777,2021-11-21 11:19:40.800000,Ignore
2021aflq,97531,28.694370833333327,34.004825,2021-11-25 05:29:45.600000,Ignore
2021aflp,97530,17.04069583333333,26.978630555555554,2021-11-21 11:18:14.400000,Ignore
2021aflo,97529,19.853974999999995,-3.369925,2021-11-25 06:30:14.400000,Ignore
2021afln,97528,19.69415833333333,-4.3954,2021-11-25 06:28:48,Ignore
2021aflm,97527,18.64759583333333,29.823055555555555,2021-11-25 05:15:21.600000,Ignore
2021afll,97526,27.57965,-1.0894666666666666,2021-11-25 06:40:19.200000,Ignore
2021aflk,97525,89.19988749999999,45.00325,2021-11-25 13:13:26.400000,Ignore
2021aflj,97524,28.0451,26.99396944444445,2021-11-25 05:34:04.800000,Ignore
2021afli,97523,53.545916666666656,-18.14845,2021-11-22 10:49:26.400000,Ignore
2021aflh,97522,58.510233333333325,-22.969641666666664,2021-11-25 09:44:38.400000,Ignore
2021aflg,97521,23.61574166666666,-3.129511111111112,2021-11-09 07:07:40.800000,Ignore
2021aflf,97520,24.56212916666666,-5.463591666666667,2021-11-09 07:06:14.400000,Ignore
2021afle,97519,26.670941666666664,-3.578644444444444,2021-11-25 06:37:26.400000,Ignore
2021aflb,97516,101.46324166666663,53.87692777777778,2021-11-25 13:17:45.600000,Ignore
2021afla,97500,96.72094583333332,47.69628055555555,2021-11-25 13:14:52.800000,Ignore
2021afkz,97499,17.76383333333333,26.76101388888889,2021-11-25 05:41:16.800000,Ignore
2021afkx,97493,12.888191666666664,43.72108333333333,2021-11-26 07:30:43.200000,Ignore
2021afkw,97491,2.5696041666666662,40.20460555555556,2021-11-26 06:41:45.600000,Ignore
2021afkv,97490,17.434979166666665,-1.055325,2021-11-25 06:31:40.800000,Ignore
2021afkr,97486,171.4897083333333,-41.98508888888889,2021-11-24 01:04:48,Ignore
2021afkn,97481,23.334625,-53.84006111111111,2021-11-24 00:51:50.400000,Ignore
2021afkl,97442,320.5102416666667,0.5739083333333334,2021-11-04 05:29:45.600000,Ignore
2021afki,97439,15.053741666666664,25.205844444444445,2021-11-25 07:39:21.600000,Ignore
2021afkf,97436,312.65191666666664,-33.96028055555556,2021-11-23 08:41:16.800000,Ignore
2021afke,97435,294.0411666666667,-52.43418888888888,2021-11-23 08:16:47,Ignore
2021afkd,97434,313.8652833333333,-15.535794444444443,2021-11-22 02:35:31.200000,Ignore
2021afkc,97433,353.401825,0.6223611111111111,2021-11-04 05:03:50.400000,Ignore
2021afkb,97432,335.1511291666666,10.466911111111113,2021-11-22 04:17:45.600000,Ignore
2021afka,97431,330.28919999999994,24.405702777777776,2021-11-22 03:53:16.800000,Ignore
2021afjz,97430,328.89393749999994,16.418066666666668,2021-11-08 04:40:48,Ignore
2021afjy,97429,355.3127291666666,-6.634761111111111,2021-11-22 04:11:59,Ignore
2021afjx,97428,280.7887583333333,61.30808888888889,2021-11-22 02:45:36,Ignore
2021afjw,97427,1.5410416666666664,11.625769444444446,2021-11-22 04:09:07.200000,Ignore
2021afju,97425,6.655004166666665,-6.0713888888888885,2021-11-24 05:11:02.400000,Ignore
2021afjt,97424,1.6039779344269134,-1.533899365011444,2021-11-24 00:00:00,Ignore
2021afjs,97419,79.78222499999998,-17.47846111111111,2021-11-24 11:58:33.600000,Ignore
2021afjr,97418,5.595139584126468,-3.959044979524924,2021-11-24 00:00:00,Ignore
2021afjq,97417,9.0191875,-1.935263888888889,2021-11-24 00:00:00,Ignore
2021afjp,97416,39.54193333333333,28.459577777777778,2021-11-24 06:33:07.200000,Ignore
2021afjo,97415,2.153875,-1.2454694444444443,2021-11-24 05:08:09.600000,Ignore
2021afjn,97414,39.226525,29.447519444444445,2021-11-24 06:33:07.200000,Ignore
2021afjm,97413,12.5799,-4.1616333333333335,2021-11-24 00:00:00,Ignore
2021afjl,97412,35.056275,26.058930555555555,2021-11-24 06:27:21.600000,Ignore
2021afjk,97411,2.6958958333333327,-2.7555694444444443,2021-11-24 00:00:00,Ignore
2021afjj,97410,39.40675833333333,26.744861111111117,2021-11-24 06:34:33.600000,Ignore
2021afji,97409,170.3301708333333,64.92937500000001,2021-11-24 14:35:31.200000,Ignore
2021afjh,97408,35.52217083333333,31.637716666666662,2021-11-24 06:28:48,Ignore
2021afjg,97407,172.42973749999996,71.042225,2021-11-24 14:39:50.400000,Ignore
2021afjf,97406,5.888766666666666,-1.8655833333333331,2021-11-24 00:00:00,Ignore
2021afjd,97404,62.69045833333333,-18.674969444444447,2021-11-18 10:12:00,Ignore
2021afjc,97403,180.46945,74.54273055555555,2021-11-24 14:41:16.800000,Ignore
2021afjb,97402,44.29015416666667,16.076733333333333,2021-11-24 07:32:09.600000,Ignore
2021afja,97401,34.11325833333333,32.24437777777778,2021-11-24 06:30:14.400000,Ignore
2021afiz,97400,144.06759999999997,68.39964166666667,2021-11-24 13:10:33.600000,Ignore
2021afiy,97399,13.66115,1.352086111111111,2021-11-24 05:15:21.600000,Ignore
2021afix,97398,87.86828333333331,-21.01018611111111,2021-11-24 12:05:45.600000,Ignore
2021afiw,97397,32.40785,27.948475,2021-11-24 06:25:55.200000,Ignore
2021afiv,97396,47.33691666666666,14.34115,2021-11-24 07:33:36,Ignore
2021afiu,97395,75.63813333333331,-7.562324999999999,2021-11-24 10:19:12,Ignore
2021afit,97394,106.587125,58.15125,2021-11-24 11:11:02.400000,Ignore
2021afis,97393,16.605829166666666,14.573986111111113,2021-11-24 07:55:12,Ignore
2021afir,97392,165.62659166666666,41.637972222222224,2021-11-24 14:09:36,Ignore
2021afiq,97383,147.89499999999998,-11.645819444444443,2021-11-24 13:20:38.400000,Ignore
2021afip,97382,158.17779999999996,8.012905555555555,2021-11-04 12:00:07.776000,Ignore
2021afio,97380,337.7914583333333,37.962163888888895,2021-11-24 02:42:32.003000,Ignore
2021afin,97379,325.29085416666663,-5.194961111111112,2021-11-22 02:27:53.004000,Ignore
2021afim,97378,326.35414166666664,-4.090972222222222,2021-11-22 02:27:53.004000,Ignore
2021afil,97377,337.1984374999999,42.650238888888886,2021-11-24 02:42:32.003000,Ignore
2021afik,97376,22.202008333333332,38.25338055555556,2021-11-24 04:05:32.004000,Ignore
2021afij,97375,36.09337083333333,34.97626944444445,2021-11-24 04:06:56.002000,Ignore
2021afii,97374,13.228995833333332,2.0878583333333336,2021-11-24 04:19:10.004000,Ignore
2021afih,97373,36.6953375,5.921441666666667,2021-11-22 08:46:30,Ignore
2021afif,97371,23.230397497767097,-14.77519324372083,2021-11-24 00:00:00,Ignore
2021afie,97370,21.66171799998745,-15.189749905546504,2021-11-24 00:00:00,Ignore
2021afic,97368,16.867160830308315,-4.624887163540741,2021-10-29 00:00:00,Ignore
2021afib,97367,30.960420833333323,-17.608305555555557,2021-10-31 09:11:31.200000,Ignore
2021afia,97366,18.39399468645953,-1.2042048529352756,2021-10-29 00:00:00,Ignore
2021afhz,97365,27.55235,-18.365066666666667,2021-10-31 09:10:04.800000,Ignore
2021afhx,97363,31.103579166666663,28.645788888888887,2021-10-31 06:54:43.200000,Ignore
2021afhw,97362,53.90904454134335,-13.388627922731857,2021-11-11 00:00:00,Ignore
2021afhv,97361,57.12015416666666,1.902372222222222,2021-11-12 10:32:09.600000,Ignore
2021afhu,97360,127.37011249999996,18.600047222222223,2021-11-08 13:22:04.800000,Ignore
2021afht,97359,95.67080800164068,49.11033915775593,2021-10-30 00:00:00,Ignore
2021afhs,97358,8.085754166666666,-8.001383333333333,2021-11-01 07:06:14.400000,Ignore
2021afhr,97357,23.583304166666665,-8.548327777777777,2021-10-26 08:45:36,Ignore
2021afhq,97356,24.60114583333333,-22.47768333333333,2021-10-31 09:07:12,Ignore
2021afhp,97355,22.022245833333333,-20.91195833333333,2021-10-31 09:37:26.400000,Ignore
2021afho,97354,24.6734,-26.458977777777772,2021-11-01 08:13:55.200000,Ignore
2021afhn,97353,98.73418850710776,44.589895048090696,2021-11-09 00:00:00,Ignore
2021afhm,97352,139.76457916666664,24.60691388888889,2021-11-10 14:02:24,Ignore
2021afhl,97351,16.508975,-21.310902777777777,2021-10-31 09:31:40.800000,Ignore
2021afhk,97350,354.84157083333326,11.59308888888889,2021-10-31 05:24:00,Ignore
2021afhj,97349,346.27973749999995,17.056630555555557,2021-11-01 05:05:16.800000,Ignore
2021afhi,97346,14.632,-5.742733333333334,2021-11-01 07:19:12,Ignore
2021afhh,97345,63.71653904318256,-14.15335008732295,2021-11-08 00:00:00,Ignore
2021afhg,97343,39.85082916666666,-14.880833333333332,2021-11-08 09:25:55.200000,Ignore
2021afhf,97342,28.842387499999997,-18.80040277777778,2021-10-31 09:10:04.800000,Ignore
2021afhe,97341,31.8242,-18.219763888888888,2021-10-31 09:44:38.400000,Ignore
2021afhd,97340,7.816016696195526,22.177299769583623,2021-11-01 10:37:55.200000,Ignore
2021afhc,97339,336.66971249999995,-1.2665194444444443,2021-10-30 05:15:21.600000,Ignore
2021afhb,97338,5.030720833333333,1.4092749999999998,2021-10-30 06:48:57.600000,Ignore
2021afha,97337,17.42224166666666,-24.44492222222222,2021-10-31 09:18:43.200000,Ignore
2021afgz,97336,21.554941666666664,-16.971505555555552,2021-10-31 09:05:45.600000,Ignore
2021afgy,97335,30.323329166666664,-19.79206388888889,2021-10-31 09:10:04.800000,Ignore
2021afgx,97334,41.59049999999999,-3.636783333333333,2021-11-11 08:36:57.600000,Ignore
2021afgw,97333,53.36630416666666,7.419844444444445,2021-11-12 10:26:24,Ignore
2021afgv,97332,345.91840201208896,17.200208419513565,2021-11-01 00:00:00,Ignore
2021afgu,97331,20.50729583333333,-20.704138888888888,2021-10-31 09:04:19.200000,Ignore
2021afgs,97329,358.99662916666665,22.427897222222224,2021-11-01 04:56:38.400000,Ignore
2021afgr,97328,79.18711666666665,-8.208930555555554,2021-10-29 12:59:02.400000,Ignore
2021afgq,97327,32.36552083333333,-3.615702777777778,2021-11-11 09:05:45.600000,Ignore
2021afgp,97326,4.379599999999999,8.336225,2021-11-09 05:26:52.800000,Ignore
2021afgo,97325,77.45115,-18.012944444444443,2021-11-01 13:49:26.400000,Ignore
2021afgn,97324,30.898945833333325,21.15516388888889,2021-11-01 11:41:16.800000,Ignore
2021afgm,97323,18.873452841160404,28.429495363695143,2021-11-08 00:00:00,Ignore
2021afgk,97321,97.55352909920067,56.86051607438996,2021-10-30 00:00:00,Ignore
2021afgj,97320,23.79983333333333,-22.419183333333333,2021-10-31 09:07:12,Ignore
2021afgi,97319,77.33107143254912,3.5165983252414863,2021-10-30 00:00:00,Ignore
2021afgh,97318,11.709395833333332,-7.971180555555556,2021-11-01 00:00:00,Ignore
2021afgg,97317,76.20740833333332,6.213997222222223,2021-10-30 13:47:59,Ignore
2021afgf,97316,5.932108333333333,-5.449311111111111,2021-11-01 07:04:48,Ignore
2021afgd,97314,19.42092916666666,-22.931036111111112,2021-10-31 09:02:52.800000,Ignore
2021afgc,97313,44.106566666666666,-11.108216666666666,2021-11-08 09:31:40.800000,Ignore
2021afgb,97312,54.59626096256963,-10.722552525944405,2021-10-31 00:00:00,Ignore
2021affy,97309,134.93884166666663,31.05375,2021-11-10 13:59:31.200000,Ignore
2021affx,97308,45.86206494558889,-14.734890415326229,2021-10-31 00:00:00,Ignore
2021affw,97307,27.517233333333333,-16.314411111111113,2021-10-31 09:12:57.600000,Ignore
2021affv,97306,88.79833749999999,-21.21925,2021-11-01 00:00:00,Ignore
2021affu,97305,6.385525,-2.5074555555555555,2021-11-01 06:54:43.200000,Ignore
2021afft,97304,21.0123,-24.29428055555556,2021-10-31 09:02:52.800000,Ignore
2021affr,97302,54.68308749999999,-26.45636111111111,2021-10-30 10:50:52.800000,Ignore
2021affp,97300,23.9457625,-21.371205555555555,2021-10-31 09:57:36,Ignore
2021affm,97297,16.17755,26.23016388888889,2021-10-31 06:21:36,Ignore
2021affl,97296,1.2840708333333333,15.819130555555557,2021-11-01 10:33:36,Ignore
2021affk,97295,76.19675404640856,-1.2875119400469888,2021-11-08 00:00:00,Ignore
2021affj,97294,35.56629166666666,13.40450277777778,2021-10-31 07:46:33.600000,Ignore
2021affi,97293,67.03326409173529,7.035687038295075,2021-11-11 00:00:00,Ignore
2021affh,97292,345.87401249999994,11.812652777777778,2021-10-31 05:16:48,Ignore
2021affg,97291,17.212879166666664,-9.99581111111111,2021-10-26 08:35:31.200000,Ignore
2021afff,97290,17.049783016431803,31.619988327566343,2021-11-08 00:00:00,Ignore
2021affe,97289,126.81935416666664,17.50058611111111,2021-11-08 13:22:04.800000,Ignore
2021affd,97288,356.20749166666667,9.345408333333332,2021-10-31 05:11:02.400000,Ignore
2021affc,97287,125.00390326773724,14.227941277970851,2021-11-09 00:00:00,Ignore
2021affb,97286,51.590475,-7.640388888888888,2021-11-11 09:50:24,Ignore
2021affa,97285,89.33620416666666,-18.17410555555556,2021-11-01 14:15:21.600000,Ignore
2021afez,97284,60.27981666666666,-9.378022222222222,2021-10-31 11:09:36,Ignore
2021afey,97283,41.97469999999999,10.078838888888887,2021-10-31 07:52:19.200000,Ignore
2021afex,97282,157.15465664539616,70.94751284530578,2021-11-23 13:59:31.200000,Ignore
2021afew,97281,2.1395041666666663,-9.740097222222222,2021-11-23 05:16:48,Ignore
2021afev,97280,13.673275,-8.144127777777777,2021-11-23 05:24:00,Ignore
2021afeu,97279,127.12829191625929,62.45474999074462,2021-11-23 00:00:00,Ignore
2021afet,97278,55.51677916666666,1.4332416666666667,2021-11-23 10:32:09.600000,Ignore
2021afes,97277,8.153383333333332,-9.265197222222222,2021-11-23 05:19:40.800000,Ignore
2021afer,97276,4.3839875,-8.589172222222222,2021-11-23 05:18:14.400000,Ignore
2021afeq,97274,325.244425,-1.405736111111111,2021-11-24 05:22:33.600000,Ignore
2021afep,97273,314.7049625,8.509972222222222,2021-11-24 04:45:07.200000,Ignore
2021afeo,97272,15.123062499999996,-9.324897222222225,2021-11-19 08:00:57.600000,Ignore
2021afel,97268,47.604408333333325,16.7047,2021-11-07 06:36:00,Ignore
2021afek,97267,11.5888625,1.1220444444444444,2021-11-20 06:14:24,Ignore
2021afej,97266,37.787945833333325,-24.837225,2021-11-24 05:00:57.600000,Ignore
2021afei,97264,165.39941666666667,-30.890161111111112,2021-11-23 15:02:52.800000,Ignore
2021afeh,97263,300.5395083333333,-0.1423055555555555,2021-11-22 02:36:57.600000,Ignore
2021afeg,97262,351.4534125,-4.938475,2021-11-22 04:13:26.400000,Ignore
2021afef,97237,307.629875,-47.07966944444445,2021-11-22 02:26:52.800000,Ignore
2021afee,97236,154.92104166666667,1.68905,2021-11-22 06:21:36,Ignore
2021afed,97235,26.1441625,-13.12823888888889,2021-10-26 09:05:45.600000,Ignore
2021afec,97230,201.03334166666664,12.15398888888889,2021-11-23 15:01:26.400000,Ignore
2021afea,97227,40.5537375,10.191777777777778,2021-10-31 07:49:26.400000,Ignore
2021afdz,97225,359.66105833333324,-31.92945277777778,2021-11-23 07:22:04.800000,Ignore
2021afdy,97224,12.445391666666664,-29.517208333333333,2021-11-23 07:49:26.400000,Ignore
2021afdx,97223,9.427416666666666,-33.723688888888894,2021-11-23 07:23:31.200000,Ignore
2021afdw,97222,37.4159375,23.61340555555556,2021-11-01 11:58:33.600000,Ignore
2021afdv,97221,27.6388375,-20.74523888888889,2021-10-31 09:08:38.400000,Ignore
2021afdu,97220,2.1802,-39.87779444444445,2021-11-23 06:40:19.200000,Ignore
2021afdt,97219,71.1471822767102,5.657379084809198,2021-11-11 11:51:21.600000,Ignore
2021afds,97218,141.7130625,25.4878,2021-11-10 14:08:09.600000,Ignore
2021afdr,97217,56.97246249999999,-10.32408888888889,2021-11-11 09:53:16.800000,Ignore
2021afdq,97216,338.90732083333324,-24.895988888888887,2021-11-23 06:25:55.200000,Ignore
2021afdp,97215,42.31174166666666,-6.627886111111112,2021-11-11 08:38:24,Ignore
2021afdo,97214,320.7887083333333,14.466861111111111,2021-11-23 04:45:07.200000,Ignore
2021afdk,97210,317.4910416666666,-41.411588888888886,2021-11-21 08:35:31.200000,Ignore
2021afdj,97209,302.607875,-54.32273888888889,2021-11-21 08:18:14.400000,Ignore
2021afdi,97208,172.19474999999997,-29.29313055555556,2021-11-09 18:44:38.400000,Ignore
2021afde,97204,23.051537499999995,-18.629863888888888,2021-10-31 09:05:45.600000,Ignore
2021afdd,97203,54.4407375,-4.979105555555556,2021-11-22 09:28:48,Ignore
2021afdc,97202,150.68129166666665,84.19777222222223,2021-11-21 13:20:38.400000,Ignore
2021afdb,97201,329.40045,32.50622222222222,2021-11-17 08:05:16.800000,Ignore
2021afda,97199,50.05460368220171,-11.42048261094728,2021-11-11 00:00:00,Ignore
2021afcz,97198,348.90798167348606,16.26015678040405,2021-10-31 00:00:00,Ignore
2021afcy,97197,345.41641666666663,16.99567777777778,2021-11-01 05:05:16.800000,Ignore
2021afcx,97196,349.0825291666666,28.73705,2021-11-12 07:45:07.200000,Ignore
2021afcw,97195,15.430681234425016,29.8205384626792,2021-11-11 00:00:00,Ignore
2021afcv,97194,65.247475,-12.322733333333334,2021-11-19 08:58:33.600000,Ignore
2021afct,97192,68.58364749177959,-12.58731290466562,2021-11-08 00:00:00,Ignore
2021afcs,97191,56.46962671876767,-13.176984225203272,2021-10-31 00:00:00,Ignore
2021afcr,97190,76.09415416666666,-21.99335,2021-11-01 13:46:33.600000,Ignore
2021afcq,97189,122.8634833333333,17.692241666666668,2021-11-08 13:16:19.200000,Ignore
2021afco,97187,219.3056375,23.85038055555556,2021-11-22 12:53:34.996000,Ignore
2021afcn,97186,201.08974166666664,46.72317777777778,2021-11-22 12:40:24.997000,Ignore
2021afcm,97185,196.44657916666665,-13.323233333333333,2021-11-19 13:18:23.996000,Ignore
